id,customer_id,product_id,rating,title,content,status,thank_count,comment_count,images,seller_id,seller_name,delivery_rating
20027728,7323492,274779590,5,Cực kì hài lòng,,approved,0,0,[],305,Artbook,[]
19987357,16306121,274779590,5,Cực kì hài lòng,,approved,0,0,[],305,Artbook,[]
20154421,30443230,274776507,5,Cực kì hài lòng,,approved,0,0,[],305,Artbook,[]
14388646,22941947,148073416,5,Cực kì hài lòng,"sách rất ưng , trình bày siêu đẹp , nội dung cũng chưa sâu nhưng đầy đủ các khía cạnh và có thông tin , icon , hastag để ta có thể tìm hiểu thêm qua internet
shop gói hàng kỹ, giao nhanh, giá tốt , đáng mua.
good good good...",approved,0,0,[],305,Artbook,[]
14424877,353343,148073416,5,Cực kì hài lòng,"Sách có nội dung trau chuốt. Chất liệu giấy và trình bày đẹp, công phu. ❤️",approved,0,0,"[{'id': 3019296, 'full_path': 'https://salt.tikicdn.com/ts/review/99/a5/a6/396b180700ada56735b2464e8d5e0f62.jpg', 'status': 'approved'}, {'id': 3019297, 'full_path': 'https://salt.tikicdn.com/ts/review/6c/87/16/aa56c6aef8b6bea060fe5b7665818382.jpg', 'status': 'approved'}]",305,Artbook,[]
19555310,421650,148073416,5,Cực kì hài lòng,,approved,0,0,[],305,Artbook,"[{'question': 'Thời gian giao hàng?', 'option': 'Giao đúng hẹn'}, {'question': 'Thái độ của shipper?', 'option': 'Lịch sự'}, {'question': 'Giờ giao hàng?', 'option': 'Có hẹn giờ trước'}, {'question': 'Cách đóng gói sản phẩm?', 'option': 'Cẩn thận'}]"
19527986,8044638,148073416,5,Cực kì hài lòng,,approved,0,0,[],305,Artbook,"[{'question': 'Thời gian giao hàng?', 'option': 'Giao đúng hẹn'}, {'question': 'Thái độ của shipper?', 'option': 'Lịch sự'}, {'question': 'Giờ giao hàng?', 'option': 'Có hẹn giờ trước'}, {'question': 'Cách đóng gói sản phẩm?', 'option': 'Cẩn thận'}]"
19346683,20308347,148073416,5,Cực kì hài lòng,,approved,0,0,[],305,Artbook,[]
14498231,8025994,148073416,5,Cực kì hài lòng,:)),approved,0,0,"[{'id': 3042397, 'full_path': 'https://salt.tikicdn.com/ts/review/92/ab/f9/4eb4c06f09cf5f71b82731abec020f40.jpg', 'status': 'approved'}]",305,Artbook,[]
13932256,18351773,148073416,5,Cực kì hài lòng,,approved,0,0,[],305,Artbook,[]
13516564,928406,139947425,5,Cực kì hài lòng,,approved,0,0,[],305,Artbook,[]
